statusCheckingAccount,duration,creditHistory,purpose,creditAmount,savings,presentEmployment,installmentRate,statusAndSex,otherDebtors,presentResidence,property,age,otherInstallmentPlans,housing,numberExistingCredits,job,numberLiablePeople,telephone,foreignWorker,costMatrix,ageRange
A14,9,A32,education#1,12749,A61,A74,2,A93,A101,1,A121,24,A141,A152,2,A173,2,A191,A201,2,forties
A14,12,A32,equipment#1,2759,A63,A75,4,A92,A101,3,A121,30,A143,A152,1,A173,1,A191,A201,1,forties
A14,24,A34,purpose#2,1048,A65,A74,3,A91,A101,2,A123,23,A142,A152,1,A173,1,A191,A201,2,twenties
A11,12,A30,education#1,8358,A61,A74,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,1,forties
A14,12,A32,car#1,1459,A62,A74,4,A93,A101,1,A121,33,A143,A153,1,A173,1,A191,A201,2,fifties
A11,12,A32,car#1,1199,A65,A72,2,A93,A101,4,A124,40,A143,A151,2,A173,1,A192,A201,2,forties
A13,30,A33,education#1,5103,A61,A72,3,A92,A101,2,A124,40,A143,A153,2,A173,1,A191,A201,1,twenties
A11,18,A32,equipment#1,3017,A61,A73,3,A93,A101,4,A121,29,A143,A152,1,A173,2,A192,A201,1,sixties
A14,24,A32,equipment#1,5507,A65,A75,1,A92,A101,2,A124,29,A143,A152,1,A173,1,A192,A201,2,thirties
A14,4,A32,education#1,1967,A61,A75,3,A92,A101,4,A123,51,A143,A153,1,A173,1,A191,A201,1,twenties
A11,60,A34,furniture#1,1940,A62,A73,2,A92,A102,1,A122,32,A143,A152,1,A173,1,A192,A201,1,twenties
A12,24,A31,furniture#1,1082,A61,A75,4,A92,A101,4,A123,67,A141,A152,1,A173,1,A191,A201,1,twenties
A12,60,A34,equipment#1,5150,A61,A73,4,A92,A101,3,A123,52,A143,A152,1,A173,2,A192,A201,2,thirties
A12,12,A32,car#1,1237,A62,A72,3,A94,A102,2,A124,66,A141,A152,1,A173,1,A191,A201,1,forties
A11,30,A34,purpose#2,426,A61,A72,4,A92,A101,2,A121,31,A143,A152,1,A173,1,A191,A201,1,twenties
A11,24,A32,business#2,14179,A65,A72,4,A92,A101,2,A123,39,A143,A152,1,A173,1,A192,A201,2,twenties
A11,24,A33,business#2,9034,A61,A71,2,A93,A102,3,A123,42,A143,A152,1,A174,1,A192,A202,1,sixties
A11,30,A32,purpose#2,2743,A65,A75,2,A92,A101,3,A123,34,A143,A152,2,A173,1,A192,A201,1,forties
A12,15,A34,car#1,3913,A62,A72,2,A93,A101,4,A123,30,A143,A152,1,A174,1,A192,A201,1,thirties
A12,18,A32,equipment#1,1393,A61,A75,2,A93,A101,4,A122,27,A143,A152,2,A173,1,A191,A201,1,thirties
A13,12,A32,business#2,3850,A65,A75,4,A91,A101,4,A121,33,A143,A151,2,A173,2,A191,A201,1,twenties
A12,16,A33,purpose#2,8229,A62,A73,3,A92,A101,4,A124,26,A143,A153,2,A173,2,A191,A201,2,fifties
A11,30,A34,equipment#1,1957,A61,A73,1,A94,A101,4,A123,59,A143,A152,2,A171,1,A192,A201,2,twenties
A12,24,A32,car#1,8086,A62,A72,4,A93,A101,2,A124,35,A141,A152,1,A173,1,A191,A201,1,twenties
A14,30,A34,furniture#1,9277,A65,A72,1,A93,A101,4,A123,38,A141,A152,1,A173,1,A191,A201,1,thirties
A14,36,A30,purpose#2,783,A61,A75,4,A93,A101,2,A122,41,A143,A152,2,A173,1,A192,A201,2,twenties
A11,36,A32,retraining#1,1858,A61,A75,3,A93,A101,2,A122,50,A143,A153,1,A174,1,A191,A201,1,twenties
A12,18,A32,car#1,4594,A61,A72,3,A92,A101,1,A121,32,A143,A152,1,A173,1,A192,A201,2,twenties
A12,10,A32,furniture#1,8978,A61,A72,4,A93,A101,2,A121,33,A143,A153,2,A173,1,A191,A201,1,thirties
A14,12,A32,car#1,1108,A63,A73,3,A93,A101,4,A122,31,A143,A152,2,A173,1,A192,A201,2,forties
A12,18,A32,car#1,1544,A61,A71,4,A93,A101,3,A123,49,A143,A152,1,A172,1,A191,A201,1,twenties
A11,4,A34,business#2,3380,A64,A75,2,A92,A101,1,A122,25,A143,A151,1,A173,1,A192,A201,1,fifties
A14,18,A32,education#1,1444,A61,A74,4,A92,A101,2,A123,30,A143,A152,1,A172,1,A192,A201,1,twenties
A11,9,A34,business#2,10297,A65,A73,1,A92,A103,2,A121,29,A143,A152,1,A173,1,A192,A201,1,forties
A14,18,A34,retraining#1,7966,A61,A73,3,A93,A101,4,A122,41,A143,A153,1,A174,2,A191,A201,2,forties
A11,6,A32,furniture#1,1053,A61,A75,2,A93,A101,3,A122,26,A143,A152,2,A174,2,A191,A201,1,thirties
A12,24,A34,car#1,7685,A65,A75,1,A93,A101,3,A121,38,A141,A152,2,A173,2,A192,A201,1,forties
A11,24,A32,radio#2,4675,A65,A74,4,A93,A101,1,A122,26,A143,A151,1,A173,1,A192,A201,1,forties
A14,24,A33,repair#1,909,A61,A73,4,A93,A101,4,A122,53,A143,A152,3,A173,2,A191,A201,1,thirties
A14,15,A32,education#1,2028,A61,A75,4,A93,A101,4,A122,27,A143,A152,1,A173,2,A191,A201,1,twenties
A14,60,A33,purpose#2,4623,A63,A73,2,A92,A102,2,A121,57,A143,A152,1,A173,1,A192,A201,1,thirties
A14,33,A32,car#1,976,A61,A75,2,A92,A101,2,A124,50,A143,A152,2,A172,1,A191,A201,2,sixties
A12,24,A33,car#1,3632,A61,A73,2,A92,A101,4,A122,41,A143,A153,1,A172,2,A191,A201,1,thirties
A11,48,A32,business#2,3757,A62,A75,4,A93,A101,4,A121,31,A143,A153,1,A172,1,A191,A201,2,thirties
A14,18,A32,home_appliance#1,4221,A61,A75,1,A92,A101,4,A122,23,A141,A152,1,A172,1,A191,A201,1,twenties
A12,21,A34,furniture#1,1216,A62,A75,1,A92,A101,4,A123,57,A143,A151,1,A172,1,A192,A201,1,thirties
A14,6,A32,home_appliance#1,3499,A61,A73,4,A93,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1,twenties
A14,12,A32,purpose#2,1471,A61,A73,4,A93,A101,4,A122,28,A141,A152,1,A171,1,A191,A201,1,sixties
A14,24,A34,home_appliance#1,907,A62,A72,4,A92,A101,3,A123,55,A142,A152,1,A173,1,A191,A201,2,twenties
A12,6,A32,business#2,7127,A61,A75,4,A93,A101,2,A121,46,A142,A152,2,A174,1,A191,A201,1,thirties
A14,12,A32,education#1,2580,A63,A73,4,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,2,twenties
A11,18,A31,purpose#2,1525,A61,A73,2,A93,A101,2,A121,43,A143,A152,1,A173,2,A191,A201,1,twenties
A12,42,A34,equipment#1,1053,A62,A73,4,A93,A101,2,A124,24,A143,A152,2,A173,1,A192,A201,1,twenties
A14,15,A32,education#1,2327,A61,A72,3,A94,A103,4,A122,38,A143,A151,1,A173,1,A192,A201,2,thirties
A14,36,A34,furniture#1,708,A61,A75,2,A93,A101,2,A122,52,A143,A151,1,A173,1,A191,A201,2,forties
A11,18,A34,furniture#1,1164,A61,A72,4,A91,A101,2,A121,39,A143,A152,2,A174,2,A191,A201,2,thirties
A12,18,A32,radio#2,750,A61,A71,4,A93,A101,4,A122,41,A143,A152,1,A172,1,A192,A201,2,twenties
A11,36,A32,business#2,4249,A61,A75,2,A94,A103,1,A123,35,A143,A152,2,A173,1,A191,A201,1,sixties
A12,6,A32,radio#2,626,A62,A72,1,A93,A101,1,A123,35,A141,A152,1,A173,2,A192,A201,1,thirties
A12,10,A32,equipment#1,1478,A61,A75,4,A94,A101,1,A124,54,A143,A152,1,A173,2,A191,A201,1,thirties
A11,9,A34,furniture#1,1549,A61,A72,4,A93,A101,4,A124,30,A143,A151,2,A174,1,A191,A201,2,twenties
A12,48,A32,business#2,1715,A61,A73,4,A94,A101,4,A123,56,A141,A152,3,A171,1,A191,A201,1,seventies
A14,16,A32,car#1,2671,A62,A74,1,A93,A101,4,A121,52,A143,A152,1,A173,1,A192,A201,1,twenties
A14,18,A33,equipment#1,3441,A61,A75,1,A93,A101,2,A122,38,A143,A152,2,A173,1,A191,A201,1,thirties
A13,12,A32,purpose#2,6579,A63,A75,4,A92,A101,4,A123,27,A143,A153,1,A173,1,A191,A201,2,twenties
A11,9,A34,radio#2,783,A61,A74,4,A93,A101,4,A124,74,A143,A153,2,A172,1,A191,A201,1,forties
A12,6,A32,education#1,1042,A65,A75,1,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,2,fifties
A14,24,A33,radio#2,3617,A61,A74,2,A93,A101,4,A122,27,A143,A152,1,A173,1,A191,A201,1,thirties
A14,30,A34,education#1,2069,A64,A73,1,A94,A101,4,A122,31,A143,A153,1,A173,1,A191,A201,2,twenties
A13,36,A34,car#1,1330,A61,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,2,thirties
A14,36,A30,education#1,1442,A61,A73,1,A93,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1,twenties
A11,8,A30,purpose#2,4241,A61,A73,4,A93,A101,2,A123,23,A143,A151,1,A173,1,A191,A201,2,thirties
A13,12,A33,home_appliance#1,1287,A61,A74,2,A93,A101,4,A123,47,A143,A152,1,A173,1,A191,A201,1,twenties
A11,6,A34,television#3,1957,A63,A72,3,A93,A101,3,A121,27,A143,A151,1,A174,1,A191,A201,1,thirties
A13,24,A32,home_appliance#1,4788,A61,A73,1,A93,A101,2,A121,27,A141,A152,1,A173,1,A191,A201,1,twenties
A14,18,A34,equipment#1,1271,A65,A72,4,A93,A101,4,A123,45,A143,A151,1,A173,1,A191,A201,1,thirties
A14,18,A32,business#2,2064,A62,A75,4,A93,A101,4,A124,23,A143,A152,2,A173,1,A192,A201,2,thirties
A14,24,A33,business#2,727,A61,A73,4,A93,A101,1,A122,40,A141,A153,1,A172,1,A192,A201,1,twenties
A12,12,A34,car#1,10222,A62,A73,2,A94,A101,4,A121,23,A143,A152,1,A173,2,A191,A201,1,forties
A11,24,A30,furniture#1,1381,A65,A75,4,A93,A101,1,A123,36,A143,A152,1,A172,2,A192,A201,1,sixties
A13,24,A32,equipment#1,3148,A61,A75,4,A93,A101,4,A124,27,A143,A152,2,A173,1,A191,A201,1,twenties
A14,18,A32,car#1,3062,A61,A73,1,A93,A101,2,A124,34,A143,A151,2,A173,2,A191,A201,2,thirties
A12,60,A32,retraining#1,1592,A61,A75,2,A93,A101,4,A122,37,A143,A153,1,A172,1,A192,A201,1,twenties
A12,15,A32,retraining#1,3565,A61,A73,4,A93,A101,3,A121,27,A143,A152,3,A173,1,A192,A201,1,sixties
A11,10,A32,repair#1,882,A65,A72,2,A91,A101,4,A121,42,A143,A152,3,A173,1,A191,A202,2,twenties
A12,24,A32,car#1,7824,A61,A73,4,A92,A101,3,A122,46,A143,A152,2,A172,2,A192,A201,1,forties
A14,21,A32,car#1,1546,A61,A73,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A192,A201,1,twenties
A14,36,A31,education#1,1231,A65,A71,2,A92,A101,2,A123,26,A141,A151,1,A173,1,A192,A201,1,twenties
A14,24,A32,television#3,5711,A61,A75,2,A94,A101,2,A122,31,A141,A151,1,A173,1,A192,A201,1,twenties
A11,42,A34,furniture#1,9157,A61,A72,3,A92,A101,4,A123,32,A143,A152,1,A173,1,A192,A201,1,fifties
A12,15,A32,purpose#2,3913,A61,A72,4,A93,A102,2,A123,28,A143,A151,3,A173,1,A191,A201,1,fifties
A12,24,A32,television#3,2397,A61,A74,4,A93,A103,4,A124,39,A143,A153,1,A173,1,A191,A201,1,fifties
A11,12,A34,retraining#1,975,A63,A73,4,A92,A101,4,A124,32,A143,A152,1,A173,1,A192,A201,1,forties
A14,24,A32,education#1,2670,A62,A74,4,A92,A101,4,A123,33,A142,A152,2,A172,1,A192,A201,2,twenties
A11,24,A34,television#3,682,A65,A75,4,A93,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,2,sixties
A11,6,A34,radio#2,1898,A61,A74,3,A93,A101,4,A124,34,A141,A152,2,A173,1,A191,A201,2,fifties
A13,15,A32,car#1,4605,A61,A72,4,A92,A101,4,A123,30,A141,A151,1,A173,1,A192,A201,1,twenties
A12,15,A32,television#3,1355,A61,A74,4,A93,A101,4,A121,64,A143,A151,1,A172,1,A191,A201,1,twenties
A12,6,A32,car#1,3384,A65,A73,4,A92,A101,2,A121,64,A143,A151,1,A173,1,A191,A201,2,twenties
A11,24,A33,equipment#1,886,A61,A73,1,A92,A101,4,A121,28,A143,A152,1,A172,2,A191,A201,1,thirties
A11,15,A32,home_appliance#1,392,A64,A73,2,A93,A101,4,A122,32,A143,A152,2,A173,1,A192,A202,1,thirties
A12,36,A32,business#2,4454,A61,A73,4,A91,A101,1,A123,29,A143,A151,1,A173,2,A191,A201,2,forties
A11,12,A33,business#2,691,A63,A73,2,A92,A101,4,A122,47,A143,A151,1,A173,1,A191,A201,1,twenties
A11,6,A30,repair#1,2923,A61,A71,3,A93,A101,3,A124,22,A143,A152,2,A173,1,A192,A201,1,twenties
A11,18,A30,purpose#2,1424,A62,A71,4,A93,A101,3,A124,29,A143,A152,1,A172,1,A191,A201,1,thirties
A11,24,A32,equipment#1,2760,A61,A72,2,A93,A101,4,A123,26,A143,A151,2,A172,2,A191,A201,2,thirties
A12,12,A33,car#1,6078,A62,A74,4,A91,A101,2,A121,26,A141,A153,1,A173,1,A192,A201,2,twenties
A11,11,A34,business#2,2835,A61,A75,4,A92,A102,2,A121,48,A141,A152,1,A172,1,A192,A201,1,forties
A14,24,A34,used-car#1,6361,A61,A73,2,A93,A101,2,A122,67,A143,A152,2,A172,1,A191,A201,1,forties
A14,6,A32,education#1,1413,A61,A71,2,A92,A101,4,A122,30,A143,A151,2,A172,2,A192,A201,2,twenties
A12,24,A32,business#2,8487,A61,A73,3,A92,A101,4,A123,25,A143,A153,1,A173,1,A192,A201,1,thirties
A14,45,A34,equipment#1,6614,A61,A73,4,A93,A101,4,A122,66,A143,A151,1,A173,1,A192,A201,1,twenties
A13,18,A32,business#2,2759,A61,A74,4,A92,A101,1,A123,29,A143,A152,1,A173,1,A192,A201,1,thirties
A14,6,A34,repair#1,2631,A62,A74,4,A93,A101,4,A122,27,A143,A152,2,A174,1,A192,A201,1,forties
A14,21,A34,car#1,2133,A65,A75,4,A92,A101,4,A121,39,A143,A153,1,A173,1,A191,A201,1,thirties
A14,12,A31,repair#1,951,A65,A74,4,A92,A101,1,A123,36,A143,A152,2,A174,1,A192,A201,2,forties
A14,6,A34,furniture#1,6948,A63,A73,4,A92,A103,2,A123,26,A143,A152,1,A173,1,A191,A201,1,fifties
A12,24,A32,equipment#1,1225,A61,A72,2,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,twenties
A13,6,A31,education#1,8648,A61,A73,4,A93,A101,2,A121,28,A143,A153,1,A173,1,A191,A201,1,thirties
A13,6,A32,business#2,2442,A62,A73,3,A93,A102,2,A122,42,A141,A152,2,A172,1,A191,A201,2,forties
A14,24,A31,home_appliance#1,6999,A63,A72,4,A92,A101,3,A121,31,A143,A151,1,A172,1,A192,A201,2,forties
A11,24,A30,purpose#2,2993,A61,A74,4,A94,A101,4,A121,50,A143,A152,2,A173,1,A191,A201,1,thirties
A11,12,A32,used-car#1,2303,A61,A75,4,A93,A101,4,A122,36,A143,A151,1,A173,1,A191,A201,1,twenties
A12,36,A34,education#1,1934,A65,A72,4,A93,A101,1,A124,25,A143,A152,1,A174,1,A191,A202,2,thirties
A11,27,A34,television#3,3249,A61,A73,2,A92,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,1,thirties
A14,36,A34,equipment#1,3915,A61,A72,4,A92,A101,2,A124,38,A143,A151,1,A173,2,A191,A201,1,forties
A11,36,A32,education#1,4657,A61,A73,2,A93,A103,3,A123,40,A143,A151,2,A173,1,A191,A201,1,thirties
A14,47,A32,used-car#1,7408,A61,A74,4,A93,A101,4,A124,27,A143,A153,1,A173,1,A191,A201,1,twenties
A11,18,A34,equipment#1,14027,A61,A72,4,A92,A102,1,A121,39,A143,A152,2,A171,1,A192,A201,2,twenties
A12,24,A32,retraining#1,2779,A62,A73,4,A93,A101,2,A124,58,A143,A152,1,A174,1,A191,A201,2,twenties
A14,12,A34,radio#2,4057,A61,A71,4,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,1,thirties
A12,18,A33,furniture#1,1924,A61,A73,2,A92,A101,3,A124,24,A143,A152,1,A173,1,A191,A201,1,forties
A14,15,A32,education#1,2812,A62,A75,3,A93,A101,2,A122,29,A141,A152,1,A173,1,A191,A202,1,forties
A13,6,A34,equipment#1,2957,A61,A74,2,A92,A101,1,A122,29,A142,A151,2,A172,1,A192,A201,1,forties
A14,10,A34,education#1,3959,A65,A74,4,A92,A101,4,A123,52,A143,A152,1,A173,1,A191,A201,2,fifties
A14,12,A32,furniture#1,7166,A62,A73,1,A93,A101,4,A121,51,A143,A152,1,A174,1,A191,A201,1,thirties
A14,60,A34,television#3,1459,A61,A74,4,A93,A101,3,A121,43,A143,A153,2,A172,1,A192,A201,1,thirties
A13,9,A32,purpose#2,3051,A61,A73,2,A93,A101,2,A123,25,A143,A152,2,A174,1,A192,A201,1,forties
A14,30,A32,equipment#1,7408,A61,A75,3,A94,A101,1,A122,64,A143,A151,2,A172,1,A192,A201,1,twenties
A12,15,A34,car#1,2359,A61,A71,3,A93,A101,2,A122,37,A143,A152,1,A173,1,A191,A201,1,forties
A12,24,A32,purpose#2,368,A61,A72,1,A92,A101,4,A122,32,A141,A152,2,A173,1,A191,A202,2,thirties
A14,24,A31,furniture#1,2039,A65,A74,3,A92,A101,2,A123,41,A143,A151,1,A173,2,A191,A201,1,twenties
A11,24,A30,furniture#1,1546,A61,A73,1,A93,A101,3,A121,23,A143,A152,4,A173,1,A191,A201,1,sixties
A14,15,A31,home_appliance#1,1275,A61,A71,2,A91,A103,4,A122,28,A143,A152,2,A172,1,A191,A201,1,seventies
A14,24,A33,retraining#1,930,A65,A74,4,A91,A101,2,A121,26,A143,A152,1,A172,2,A192,A201,1,thirties
A14,24,A34,home_appliance#1,3832,A61,A73,3,A92,A101,4,A123,38,A141,A151,1,A173,1,A191,A201,2,twenties
A11,12,A32,business#2,5084,A61,A74,4,A93,A103,2,A122,57,A143,A151,1,A173,1,A191,A201,1,sixties
A11,24,A34,car#1,1393,A61,A73,4,A92,A101,3,A122,36,A143,A152,1,A173,2,A191,A201,2,sixties
A12,18,A32,radio#2,2812,A65,A75,2,A92,A101,4,A124,45,A143,A152,3,A172,1,A191,A201,1,twenties
A14,12,A32,purpose#2,2073,A62,A74,3,A92,A101,4,A122,29,A143,A152,1,A173,1,A191,A201,2,forties
A14,30,A31,business#2,1239,A61,A75,1,A93,A101,4,A122,74,A143,A152,1,A173,1,A191,A201,1,thirties
A14,24,A32,car#1,1740,A61,A72,2,A92,A101,4,A122,25,A143,A153,1,A173,1,A191,A201,2,forties
A12,36,A32,business#2,2284,A61,A73,1,A93,A101,4,A121,50,A143,A151,1,A172,1,A191,A201,1,fifties
A12,36,A32,furniture#1,763,A61,A74,4,A93,A101,4,A122,52,A143,A152,2,A173,1,A191,A202,1,twenties
A11,15,A33,education#1,709,A61,A73,2,A92,A101,4,A124,25,A143,A152,1,A173,2,A192,A201,2,fifties
A11,9,A34,equipment#1,5866,A61,A74,2,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,thirties
A14,12,A33,repair#1,3331,A61,A72,2,A93,A102,2,A122,38,A143,A151,1,A173,1,A192,A201,1,twenties
A12,18,A32,business#2,708,A64,A73,2,A92,A101,2,A122,36,A143,A153,2,A173,1,A192,A201,2,thirties
A14,36,A34,retraining#1,3488,A61,A75,4,A91,A103,4,A122,29,A143,A152,2,A173,2,A191,A201,1,forties
A14,24,A32,car#1,1024,A62,A72,4,A93,A101,4,A122,24,A143,A152,1,A173,1,A192,A201,1,twenties
A13,18,A32,home_appliance#1,2223,A61,A75,4,A94,A101,1,A121,61,A143,A152,1,A173,1,A192,A201,2,thirties
A12,24,A32,equipment#1,2136,A65,A74,3,A92,A101,2,A121,26,A143,A152,2,A173,1,A191,A201,1,thirties
A12,48,A32,purpose#2,4241,A61,A75,2,A92,A101,4,A122,52,A143,A152,1,A172,2,A191,A201,1,twenties
A13,6,A32,education#1,1755,A62,A75,3,A94,A101,1,A121,23,A143,A152,1,A174,1,A191,A201,2,thirties
A11,21,A32,furniture#1,1038,A61,A74,4,A93,A101,3,A122,22,A143,A152,1,A172,1,A191,A201,1,twenties
A12,10,A32,furniture#1,2662,A61,A75,2,A92,A102,2,A123,22,A143,A152,1,A171,1,A192,A201,1,forties
A11,9,A32,home_appliance#1,1533,A61,A72,4,A94,A101,4,A122,23,A143,A153,1,A173,1,A192,A201,1,twenties
A14,14,A34,home_appliance#1,2186,A61,A73,4,A91,A101,3,A123,35,A143,A151,1,A173,1,A191,A201,1,thirties
A14,24,A32,used-car#1,7472,A61,A72,2,A93,A101,2,A123,37,A143,A152,3,A173,1,A191,A201,2,thirties
A11,48,A30,equipment#1,1795,A61,A75,4,A92,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,twenties
A12,15,A34,car#1,5711,A61,A74,2,A93,A101,1,A122,40,A141,A152,2,A173,1,A191,A201,1,forties
A13,36,A33,radio#2,7127,A65,A75,4,A93,A101,4,A121,23,A141,A152,2,A173,2,A191,A202,2,thirties
A11,54,A32,car#1,8613,A61,A72,4,A92,A101,1,A121,63,A143,A151,1,A173,1,A192,A201,2,fifties
A14,15,A33,purpose#2,2483,A61,A75,1,A93,A101,2,A121,36,A143,A152,1,A173,1,A191,A201,1,twenties
A12,27,A34,car#1,1503,A61,A75,1,A93,A101,2,A121,45,A141,A152,2,A173,1,A191,A201,2,thirties
A11,33,A32,equipment#1,3652,A65,A73,1,A92,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1,twenties
A14,6,A32,home_appliance#1,1047,A61,A74,4,A93,A101,4,A122,37,A141,A152,1,A171,1,A192,A201,1,twenties
A14,24,A32,business#2,10477,A65,A74,4,A91,A101,2,A123,23,A143,A152,2,A173,1,A192,A201,1,fifties
A11,15,A34,furniture#1,1282,A61,A75,2,A92,A101,3,A123,29,A143,A152,1,A173,1,A192,A201,2,seventies
A12,12,A32,business#2,5801,A65,A73,4,A92,A101,2,A122,23,A143,A152,1,A173,2,A191,A201,1,thirties
A14,24,A33,car#1,7511,A61,A72,4,A93,A101,4,A123,36,A143,A152,2,A172,1,A191,A201,2,twenties
A13,27,A33,home_appliance#1,1330,A61,A73,4,A92,A101,4,A121,49,A141,A152,1,A173,1,A192,A201,1,thirties
A12,12,A32,education#1,4151,A62,A71,4,A93,A101,4,A123,57,A143,A151,2,A173,1,A192,A202,2,thirties
A13,12,A34,equipment#1,882,A61,A72,4,A93,A101,2,A122,28,A143,A152,2,A172,1,A191,A202,2,thirties
A14,36,A32,car#1,2303,A65,A73,1,A93,A101,3,A123,27,A143,A152,1,A172,1,A192,A201,1,thirties
A12,21,A32,purpose#2,10222,A61,A75,4,A92,A103,3,A121,19,A143,A152,1,A172,1,A192,A201,1,thirties
A14,9,A32,television#3,14318,A65,A71,4,A91,A101,4,A123,25,A143,A152,1,A173,1,A192,A201,1,twenties
A14,6,A34,car#1,882,A61,A72,4,A92,A103,4,A121,47,A143,A152,2,A173,2,A192,A201,2,thirties
A14,12,A32,business#2,2150,A65,A75,4,A93,A101,3,A121,49,A143,A152,1,A173,1,A191,A201,2,twenties
A14,36,A34,equipment#1,2022,A61,A73,3,A92,A101,2,A121,36,A143,A152,1,A172,1,A192,A201,1,thirties
A14,12,A34,home_appliance#1,590,A61,A74,4,A94,A101,2,A122,36,A143,A151,2,A174,1,A191,A201,1,twenties
A14,24,A32,car#1,1743,A61,A75,2,A93,A101,2,A121,24,A143,A152,3,A173,1,A191,A202,1,twenties
A13,30,A33,education#1,7127,A61,A74,4,A93,A101,1,A123,26,A142,A151,2,A173,1,A191,A201,1,thirties
A12,15,A32,education#1,1185,A65,A75,4,A93,A102,2,A123,63,A143,A152,1,A173,1,A192,A201,2,twenties
A11,14,A32,purpose#2,2366,A64,A75,2,A93,A101,1,A123,32,A143,A152,1,A173,1,A191,A201,1,forties
A12,48,A34,home_appliance#1,2051,A61,A74,4,A93,A101,4,A121,33,A143,A152,1,A174,2,A192,A201,1,twenties
A14,36,A32,furniture#1,5493,A65,A75,4,A93,A101,1,A122,39,A141,A152,1,A173,1,A192,A201,1,forties
A11,24,A32,radio#2,3656,A61,A73,4,A94,A101,4,A123,42,A143,A152,1,A172,1,A191,A201,1,thirties
A14,21,A32,education#1,3441,A62,A72,2,A92,A101,1,A124,50,A143,A153,3,A173,1,A191,A201,1,thirties
A11,30,A34,purpose#2,2069,A61,A71,2,A92,A101,1,A121,54,A143,A153,1,A173,1,A192,A201,1,thirties
A14,15,A32,radio#2,2348,A61,A72,1,A93,A101,2,A121,35,A141,A152,3,A173,1,A191,A201,2,twenties
A14,12,A32,business#2,4006,A61,A72,2,A92,A103,2,A123,29,A143,A152,2,A172,1,A191,A201,1,thirties
A14,6,A32,business#2,1158,A65,A73,3,A93,A101,2,A123,31,A143,A152,1,A172,1,A192,A201,1,thirties
A14,18,A32,business#2,1474,A61,A72,2,A92,A101,4,A122,47,A143,A153,2,A173,1,A192,A201,1,sixties
A12,18,A34,radio#2,15945,A65,A73,3,A93,A101,2,A122,32,A141,A152,1,A172,2,A192,A201,2,forties
A12,12,A34,purpose#2,601,A61,A71,2,A93,A103,2,A123,23,A143,A152,2,A172,1,A191,A201,2,thirties
A14,9,A32,home_appliance#1,3077,A61,A71,1,A93,A101,2,A124,23,A143,A152,1,A172,1,A192,A201,1,twenties
