gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,27,twenties,architect,architecture,roller_skating,skating_rink,46170,<=50K,high
female,33,thirties,cardiologist,hospital,ice_hockey,skating_rink,232960,>100K,medium
male,42,forties,baseball_coach,court,horse_racing,hippodrome,44840,<=50K,medium
male,40,forties,dishwasher,tavern,fishing,lake,19260,<=50K,low
male,66,sixties,architect,office,rock_climbing,wall_rock,88350,>50K<=100K,low
female,25,twenties,associate_professor,university,ice_skating,skating_rink,60350,>50K<=100K,low
female,50,fifties,criminologist,courtroom,boat_racing,sea,68777,>50K<=100K,high
male,64,sixties,associate_professor,university,ice_hockey,skating_rink,75260,>50K<=100K,medium
female,53,fifties,graphic_designer,office,hurling,ballpark,44460,<=50K,low
female,61,sixties,composer,studio,boxing,boxing_ring,53920,>50K<=100K,low
female,70,seventies,graphic_designer,office,fishing,sea,46740,<=50K,low
female,31,thirties,assistant_professor,university,jump_rope,park,61610,>50K<=100K,low
female,25,twenties,agriculturist,countryside,dominoes,bar,24300,<=50K,medium
female,73,seventies,copilot,airport,judo,gym,175160,>100K,high
male,65,sixties,agriculturist,farm,fishing,river,39900,<=50K,medium
male,40,forties,chiropractor,surgery,horse_racing,hippodrome,72390,>50K<=100K,medium
male,59,fifties,beekeeper,countryside,squash,squash_court,32100,<=50K,high
male,59,fifties,chiropractor,surgery,squash,squash_court,72390,>50K<=100K,low
male,49,forties,basketball_coach,gym,ice_hockey,skating_rink,44840,<=50K,medium
male,48,forties,basketball_coach,gym,fishing,sea,44840,<=50K,low
female,25,twenties,choreographer,theatre,fishing,lake,34650,<=50K,low
male,36,thirties,chiropractor,hospital,dancing,ballroom,62130,>50K<=100K,low
female,26,twenties,civil_engineer,office,rock_climbing,wall_rock,54900,>50K<=100K,high
female,33,thirties,window_cleaner,heights,jump_rope,park,34500,<=50K,high
female,26,twenties,basketball_coach,court,ice_hockey,skating_rink,31160,<=50K,medium
female,48,forties,criminologist,office,judo,gym,68777,>50K<=100K,low
male,30,thirties,civil_engineer,architecture,rock_climbing,wall_rock,65270,>50K<=100K,high
male,45,forties,chemist,science_lab,ice_hockey,skating_rink,61740,>50K<=100K,medium
male,66,sixties,magician,theatre,rock_climbing,wall_rock,48000,<=50K,low
female,35,thirties,criminologist,courtroom,judo,gym,56230,>50K<=100K,low
female,48,forties,massager,massage_parlor,ice_hockey,skating_rink,51250,>50K<=100K,medium
female,23,twenties,massager,massage_parlor,dancing,ballroom,38130,<=50K,low
male,58,fifties,lecturer,university,rock_climbing,wall_rock,49220,<=50K,low
male,62,sixties,beekeeper,countryside,golf,golf_course,39900,<=50K,high
male,66,sixties,agriculturist,countryside,fishing,river,39900,<=50K,medium
female,45,forties,agriculturist,countryside,ice_hockey,skating_rink,32100,<=50K,high
male,71,seventies,dentist,hospital,hunting,forest,157480,>100K,low
female,50,fifties,basketball_coach,gym,dominoes,bar,44840,<=50K,low
male,59,fifties,cardiologist,hospital,rugby,ballpark,250880,>100K,medium
male,21,twenties,basketball_coach,gym,fishing,lake,31160,<=50K,low
male,26,twenties,beekeeper,countryside,marbles,park,24300,<=50K,high
male,33,thirties,chiropractor,surgery,golf,golf_course,62130,>50K<=100K,low
male,38,thirties,pediatrician,surgery,boxing,boxing_ring,138720,>100K,low
male,45,forties,architect,architecture,judo,gym,71250,>50K<=100K,high
male,48,forties,electrician,office,horse_racing,hippodrome,50140,>50K<=100K,high
male,28,twenties,agriculturist,countryside,hurling,ballpark,24300,<=50K,high
male,42,forties,architect,architecture,rugby,ballpark,71250,>50K<=100K,high
male,59,fifties,copilot,sky,scuba_diving,sea,131080,>100K,high
female,54,fifties,general_practitioner,hospital,marbles,street,148500,>100K,low
male,48,forties,associate_professor,university,judo,gym,72420,>50K<=100K,low
male,21,twenties,beekeeper,countryside,roller_skating,skating_rink,24300,<=50K,high
male,22,twenties,assistant_professor,university,golf,golf_course,60390,>50K<=100K,low
male,54,fifties,associate_professor,university,ice_skating,skating_rink,72420,>50K<=100K,low
male,24,twenties,baseball_coach,court,horse_racing,hippodrome,31160,<=50K,medium
male,48,forties,electrician,office,running,cinder_track,50140,>50K<=100K,high
male,23,twenties,demonstrator,university,rock_climbing,wall_rock,33209,<=50K,low
female,33,thirties,choreographer,theatre,hunting,jungle,41300,<=50K,low
male,30,thirties,baseball_coach,gym,rugby,ballpark,38380,<=50K,medium
male,64,sixties,beekeeper,farm,swimming,river,39900,<=50K,high
male,70,seventies,magician,circus,soccer,ballpark,48000,<=50K,high
male,72,seventies,lecturer,university,ice_hockey,skating_rink,52900,>50K<=100K,medium
female,73,seventies,advocate,courtroom,marbles,park,132800,>100K,low
male,56,fifties,cardiologist,hospital,soccer,ballpark,250880,>100K,low
male,38,thirties,associate_professor,university,gymnastics,gym,71710,>50K<=100K,medium
male,58,fifties,assistant_professor,university,marbles,park,62220,>50K<=100K,low
male,35,thirties,post_doc,university,hunting,forest,46010,<=50K,low
female,21,twenties,lecturer,university,jump_rope,park,44160,<=50K,low
male,29,twenties,graphic_designer,office,scuba_diving,sea,34960,<=50K,low
female,53,fifties,composer,house,surfing,sea,53411,>50K<=100K,low
male,40,forties,chemist,school,dominoes,pub,61740,>50K<=100K,low
female,46,forties,architect,office,dominoes,bar,71250,>50K<=100K,low
male,27,twenties,general_practitioner,surgery,ice_skating,skating_rink,102600,>100K,low
female,34,thirties,journalist,office,marbles,park,29750,<=50K,high
female,41,forties,decorator,house,golf,golf_course,50850,>50K<=100K,low
female,22,twenties,advocate,office,golf,golf_course,65600,>50K<=100K,low
male,66,sixties,advocate,office,roller_skating,skating_rink,132800,>100K,low
male,22,twenties,miner,mine,ice_hockey,skating_rink,47320,<=50K,high
female,22,twenties,architect,architecture,hunting,jungle,46170,<=50K,high
male,63,sixties,divorce_lawyer,office,hunting,forest,103490,>100K,low
male,53,fifties,dentist,hospital,ice_skating,skating_rink,146050,>100K,low
male,47,forties,assistant_professor,university,dancing,ballroom,62220,>50K<=100K,low
male,40,forties,composer,school,rock_climbing,wall_rock,53411,>50K<=100K,low
female,27,twenties,breeder,countryside,roller_skating,skating_rink,24300,<=50K,high
male,21,twenties,civil_engineer,architecture,hurling,ballpark,54900,>50K<=100K,high
male,72,seventies,dentist,hospital,darts,pub,157480,>100K,low
female,21,twenties,advocate,courtroom,running,gym,65600,>50K<=100K,low
male,75,seventies,civil_engineer,office,jump_rope,street,90280,>50K<=100K,high
female,33,thirties,basketball_coach,gym,boxing,boxing_ring,38380,<=50K,low
male,40,forties,civil_engineer,office,golf,golf_course,77470,>50K<=100K,high
male,30,thirties,associate_professor,university,horse_racing,hippodrome,71710,>50K<=100K,medium
female,49,forties,magician,circus,marbles,street,44800,<=50K,medium
male,47,forties,basketball_coach,court,marbles,street,44840,<=50K,low
male,58,fifties,beekeeper,farm,scuba_diving,sea,32100,<=50K,high
male,60,sixties,composer,house,running,cinder_track,53920,>50K<=100K,low
female,70,seventies,demonstrator,university,american_football,football_field,33209,<=50K,medium
female,51,fifties,assistant_professor,university,bowling,amusement_park,62220,>50K<=100K,low
male,75,seventies,dishwasher,tavern,horse_racing,hippodrome,20880,<=50K,medium
male,73,seventies,agriculturist,countryside,scuba_diving,sea,39900,<=50K,high
female,68,sixties,general_practitioner,hospital,golf,golf_course,175500,>100K,low
male,37,thirties,breeder,countryside,squash,squash_court,29100,<=50K,high
female,49,forties,breeder,farm,rugby,ballpark,32100,<=50K,high
male,42,forties,breeder,countryside,golf,golf_course,32100,<=50K,high
male,47,forties,ballet_dancer,theatre,hunting,forest,40250,<=50K,low
female,24,twenties,ballet_dancer,theatre,ice_hockey,skating_rink,34650,<=50K,medium
male,63,sixties,civil_engineer,architecture,jump_rope,park,90280,>50K<=100K,high
female,68,sixties,breeder,farm,marbles,street,39900,<=50K,high
female,50,fifties,nurse,hospital,hunting,forest,66670,>50K<=100K,high
male,28,twenties,agriculturist,countryside,ice_hockey,skating_rink,24300,<=50K,high
male,34,thirties,electrician,office,soccer,ballpark,44620,<=50K,high
male,71,seventies,basketball_coach,gym,jump_rope,street,51300,>50K<=100K,low
male,66,sixties,composer,school,dancing,ballroom,53920,>50K<=100K,low
female,23,twenties,choreographer,theatre,hurling,ballpark,34650,<=50K,low
male,36,thirties,beekeeper,farm,rock_climbing,wall_rock,29100,<=50K,high
male,36,thirties,electrician,house,fishing,sea,44620,<=50K,high
male,34,thirties,journalist,office,hurling,ballpark,29750,<=50K,high
male,52,fifties,post_doc,university,surfing,sea,46870,<=50K,low
male,70,seventies,architect,office,golf,golf_course,88350,>50K<=100K,low
female,34,thirties,advocate,office,hurling,ballpark,96800,>50K<=100K,low
male,48,forties,cardiologist,surgery,horse_racing,hippodrome,250880,>100K,medium
male,62,sixties,ballet_dancer,school,hunting,forest,39550,<=50K,low
male,51,fifties,beekeeper,farm,ice_skating,skating_rink,32100,<=50K,high
male,35,thirties,clinical_psychologist,surgery,ice_skating,skating_rink,73730,>50K<=100K,low
female,31,thirties,general_practitioner,hospital,dominoes,bar,139050,>100K,low
male,55,fifties,composer,school,ice_hockey,skating_rink,53411,>50K<=100K,medium
female,38,thirties,choreographer,theatre,scuba_diving,sea,41300,<=50K,low
male,30,thirties,basketball_coach,gym,judo,gym,38380,<=50K,low
male,33,thirties,composer,studio,horse_racing,hippodrome,50868,>50K<=100K,medium
female,30,thirties,advocate,office,snorkeling,sea,96800,>50K<=100K,low
male,38,thirties,basketball_coach,gym,dancing,ballroom,38380,<=50K,low
male,33,thirties,architect,architecture,running,cinder_track,57570,>50K<=100K,medium
female,36,thirties,street_cleaner,street,marbles,street,24420,<=50K,high
male,43,forties,dentist,surgery,jump_rope,park,146050,>100K,low
female,53,fifties,assistant_professor,university,judo,gym,62220,>50K<=100K,low
female,62,sixties,demonstrator,university,horse_racing,hippodrome,33209,<=50K,medium
male,34,thirties,associate_professor,university,ice_hockey,skating_rink,71710,>50K<=100K,medium
male,66,sixties,basketball_coach,court,hunting,forest,51300,>50K<=100K,low
male,26,twenties,civil_engineer,architecture,scuba_diving,sea,54900,>50K<=100K,high
male,74,seventies,lecturer,university,squash,squash_court,52900,>50K<=100K,low
male,26,twenties,breeder,farm,rock_climbing,wall_rock,24300,<=50K,high
female,55,fifties,decorator,office,dancing,ballroom,50850,>50K<=100K,low
female,74,seventies,beekeeper,countryside,fishing,lake,39900,<=50K,high
female,24,twenties,demonstrator,university,hunting,jungle,33209,<=50K,low
female,21,twenties,assistant_professor,university,horse_racing,hippodrome,60390,>50K<=100K,medium
male,64,sixties,basketball_coach,court,american_football,ballpark,51300,>50K<=100K,medium
female,28,twenties,demonstrator,university,scuba_diving,sea,33209,<=50K,low
female,21,twenties,general_practitioner,hospital,marbles,street,102600,>100K,low
female,62,sixties,choreographer,theatre,golf,golf_course,40250,<=50K,low
female,74,seventies,chemist,school,running,cinder_track,73500,>50K<=100K,low
female,26,twenties,architect,architecture,golf,golf_course,46170,<=50K,medium
male,54,fifties,opera_star,theatre,ice_hockey,skating_rink,54080,>50K<=100K,medium
female,23,twenties,lecturer,university,fishing,sea,44160,<=50K,low
male,51,fifties,dentist,hospital,hurling,ballpark,146050,>100K,low
male,51,fifties,chiropractor,surgery,squash,squash_court,72390,>50K<=100K,low
male,53,fifties,movie_actor,location,jump_rope,street,90780,>50K<=100K,high
male,46,forties,breeder,farm,hunting,jungle,32100,<=50K,high
female,36,thirties,criminologist,office,hurling,ballpark,56230,>50K<=100K,low
male,59,fifties,basketball_coach,court,ice_skating,skating_rink,44840,<=50K,low
female,47,forties,cardiologist,hospital,soccer,ballpark,250880,>100K,low
female,61,sixties,ballet_dancer,theatre,running,gym,39550,<=50K,low
male,48,forties,chiropractor,surgery,ice_skating,skating_rink,72390,>50K<=100K,low
male,21,twenties,journalist,office,dancing,ballroom,30800,<=50K,high
female,23,twenties,choreographer,theatre,golf,golf_course,34650,<=50K,low
male,30,thirties,baseball_coach,gym,soccer,ballpark,38380,<=50K,low
female,32,thirties,chemist,science_lab,rock_climbing,wall_rock,53410,>50K<=100K,low
male,71,seventies,baseball_coach,court,hunting,forest,51300,>50K<=100K,low
female,29,twenties,choreographer,theatre,hurling,ballpark,34650,<=50K,low
male,47,forties,movie_actor,location,fishing,sea,90780,>50K<=100K,high
female,49,forties,assistant_professor,university,rugby,ballpark,62220,>50K<=100K,medium
female,24,twenties,choreographer,theatre,roller_skating,skating_rink,34650,<=50K,low
male,56,fifties,associate_professor,university,rock_climbing,wall_rock,72420,>50K<=100K,low
female,57,fifties,agriculturist,farm,jump_rope,park,32100,<=50K,medium
male,43,forties,associate_professor,university,hurling,ballpark,72420,>50K<=100K,low
male,59,fifties,basketball_coach,court,gymnastics,gym,44840,<=50K,medium
female,23,twenties,architect,architecture,jump_rope,street,46170,<=50K,medium
male,52,fifties,mime,circus,ice_skating,skating_rink,38100,<=50K,high
male,69,sixties,composer,school,roller_skating,skating_rink,53920,>50K<=100K,low
male,49,forties,graphic_designer,office,basketball,basketball_court,44460,<=50K,low
female,51,fifties,ballet_dancer,theatre,hurling,ballpark,40250,<=50K,low
female,58,fifties,civil_engineer,office,golf,golf_course,77470,>50K<=100K,high
male,50,fifties,clinical_psychologist,surgery,snorkeling,cave,84680,>50K<=100K,low
male,47,forties,basketball_coach,gym,dominoes,pub,44840,<=50K,low
male,46,forties,civil_engineer,office,judo,gym,77470,>50K<=100K,high
male,31,thirties,baseball_coach,gym,scuba_diving,sea,38380,<=50K,low
female,22,twenties,clinical_psychologist,surgery,surfing,sea,63510,>50K<=100K,low
male,62,sixties,breeder,farm,ice_skating,skating_rink,39900,<=50K,high
female,46,forties,associate_professor,university,running,gym,72420,>50K<=100K,low
female,56,fifties,divorce_lawyer,office,rugby,ballpark,93220,>50K<=100K,medium
male,57,fifties,lecturer,university,ice_skating,skating_rink,49220,<=50K,low
male,31,thirties,agriculturist,farm,horse_racing,hippodrome,29100,<=50K,high
female,59,fifties,cardiologist,hospital,golf,golf_course,250880,>100K,low
male,36,thirties,architect,architecture,ice_skating,skating_rink,57570,>50K<=100K,high
male,70,seventies,civil_engineer,office,roller_skating,skating_rink,90280,>50K<=100K,high
male,50,fifties,cardiologist,hospital,surfing,sea,250880,>100K,low
male,72,seventies,graphic_designer,office,squash,squash_court,46740,<=50K,low
female,60,sixties,breeder,countryside,hunting,jungle,39900,<=50K,high
male,23,twenties,divorce_lawyer,office,fishing,river,66360,>50K<=100K,low
female,55,fifties,agriculturist,countryside,roller_skating,skating_rink,32100,<=50K,high
male,30,thirties,chemist,school,jump_rope,street,53410,>50K<=100K,low
female,41,forties,divorce_lawyer,office,rock_climbing,wall_rock,93220,>50K<=100K,low
male,49,forties,beekeeper,countryside,horse_racing,hippodrome,32100,<=50K,high
female,59,fifties,nutritionist,hospital,bowling,amusement_park,42400,<=50K,low
male,47,forties,advocate,office,marbles,park,118400,>100K,low
female,39,thirties,demonstrator,university,gymnastics,gym,33209,<=50K,medium
male,42,forties,chemist,science_lab,judo,gym,61740,>50K<=100K,low
male,62,sixties,cardiologist,hospital,golf,golf_course,275520,>100K,low
male,32,thirties,agriculturist,farm,jump_rope,park,29100,<=50K,medium
male,27,twenties,composer,school,dancing,ballroom,45781,<=50K,low
female,51,fifties,advocate,office,ice_skating,skating_rink,118400,>100K,low
male,47,forties,electrician,street,golf,golf_course,50140,>50K<=100K,high
male,69,sixties,chemist,school,rugby,ballpark,73500,>50K<=100K,medium
female,67,sixties,choreographer,theatre,gymnastics,gym,40250,<=50K,medium
male,46,forties,copilot,airport,hunting,jungle,131080,>100K,high
male,22,twenties,demonstrator,university,fishing,sea,33209,<=50K,low
male,44,forties,copilot,sky,ice_skating,skating_rink,131080,>100K,high
female,60,sixties,criminologist,courtroom,tennis,tennis_court,77142,>50K<=100K,low
male,32,thirties,chemist,science_lab,jump_rope,park,53410,>50K<=100K,low
male,45,forties,breeder,countryside,snorkeling,sea,32100,<=50K,high
female,58,fifties,criminologist,office,darts,bar,68777,>50K<=100K,low
female,46,forties,beekeeper,farm,scuba_diving,sea,32100,<=50K,high
male,65,sixties,chiropractor,surgery,dominoes,pub,86070,>50K<=100K,low
female,41,forties,decorator,office,roller_skating,skating_rink,50850,>50K<=100K,low
male,41,forties,dishwasher,restaurant,ice_hockey,skating_rink,19260,<=50K,medium
female,57,fifties,assistant_professor,university,judo,gym,62220,>50K<=100K,low
male,49,forties,cardiologist,hospital,hunting,jungle,250880,>100K,low
female,64,sixties,ballet_dancer,school,fishing,river,39550,<=50K,low
female,47,forties,beekeeper,farm,bowling,amusement_park,32100,<=50K,high
male,64,sixties,chemist,school,ice_skating,skating_rink,73500,>50K<=100K,low
male,41,forties,demonstrator,university,hurling,ballpark,33209,<=50K,low
female,72,seventies,criminologist,office,hunting,forest,77142,>50K<=100K,low
female,69,sixties,decorator,house,hurling,ballpark,59850,>50K<=100K,low
male,27,twenties,cardiologist,hospital,rock_climbing,wall_rock,159040,>100K,low
female,55,fifties,civil_engineer,office,rugby,ballpark,77470,>50K<=100K,high
female,54,fifties,architect,architecture,ice_skating,skating_rink,71250,>50K<=100K,high
male,30,thirties,math_teacher,school,roller_skating,skating_rink,47000,<=50K,low
female,74,seventies,music_teacher,school,rock_climbing,wall_rock,51250,>50K<=100K,low
female,67,sixties,general_practitioner,surgery,horse_racing,hippodrome,175500,>100K,medium
female,25,twenties,divorce_lawyer,office,roller_skating,skating_rink,66360,>50K<=100K,low
male,55,fifties,journalist,office,judo,gym,53550,>50K<=100K,high
male,25,twenties,cardiologist,surgery,dominoes,bar,159040,>100K,low
male,22,twenties,civil_engineer,architecture,judo,gym,54900,>50K<=100K,high
male,66,sixties,beekeeper,countryside,hunting,jungle,39900,<=50K,high
male,33,thirties,associate_professor,university,scuba_diving,sea,71710,>50K<=100K,low
male,55,fifties,dentist,hospital,golf,golf_course,146050,>100K,low
male,37,thirties,beekeeper,farm,horse_racing,hippodrome,29100,<=50K,high
male,67,sixties,electrician,street,horse_racing,hippodrome,56580,>50K<=100K,high
female,22,twenties,massager,massage_parlor,judo,gym,38130,<=50K,low
female,54,fifties,ballet_dancer,theatre,horse_racing,hippodrome,40250,<=50K,medium
male,67,sixties,assistant_professor,university,hunting,forest,63440,>50K<=100K,low
female,69,sixties,ballet_dancer,theatre,jump_rope,park,39550,<=50K,low
female,32,thirties,divorce_lawyer,office,judo,gym,90060,>50K<=100K,low
male,31,thirties,breeder,countryside,horse_racing,hippodrome,29100,<=50K,high
male,74,seventies,civil_engineer,architecture,gymnastics,gym,90280,>50K<=100K,high
male,64,sixties,agriculturist,countryside,chess,cafeteria,39900,<=50K,medium
male,73,seventies,dishwasher,restaurant,dancing,ballroom,20880,<=50K,low
male,21,twenties,agriculturist,countryside,marbles,park,24300,<=50K,medium
female,41,forties,demonstrator,university,rugby,ballpark,33209,<=50K,medium
male,21,twenties,copilot,airport,rugby,ballpark,54520,>50K<=100K,high
male,44,forties,assistant_professor,university,rugby,ballpark,62220,>50K<=100K,medium
male,60,sixties,copilot,airport,dancing,ballroom,175160,>100K,high
male,25,twenties,massager,massage_parlor,rock_climbing,wall_rock,38130,<=50K,low
male,21,twenties,criminologist,courtroom,american_football,ballpark,38106,<=50K,medium
female,36,thirties,criminologist,courtroom,darts,bar,56230,>50K<=100K,low
male,29,twenties,breeder,farm,scuba_diving,sea,24300,<=50K,high
male,41,forties,chemist,school,bicycling,park,61740,>50K<=100K,low
female,40,forties,advocate,office,fishing,sea,118400,>100K,low
male,67,sixties,agriculturist,farm,hunting,forest,39900,<=50K,high
female,45,forties,advocate,courtroom,gymnastics,gym,118400,>100K,medium
female,55,fifties,clinical_psychologist,surgery,ice_hockey,skating_rink,84680,>50K<=100K,medium
female,53,fifties,associate_professor,university,hurling,ballpark,72420,>50K<=100K,low
male,72,seventies,beekeeper,farm,rock_climbing,wall_rock,39900,<=50K,high
male,53,fifties,physicist,science_lab,hunting,forest,104060,>100K,low
female,67,sixties,journalist,office,horse_racing,hippodrome,60900,>50K<=100K,high
female,25,twenties,general_practitioner,surgery,rock_climbing,wall_rock,102600,>100K,low
male,39,thirties,clinical_psychologist,hospital,scuba_diving,sea,73730,>50K<=100K,low
male,73,seventies,dishwasher,tavern,dominoes,bar,20880,<=50K,low
male,30,thirties,baseball_coach,court,table_tennis,gym,38380,<=50K,low
male,36,thirties,graphic_designer,office,darts,bar,40660,<=50K,low
male,32,thirties,graphic_designer,office,marbles,street,40660,<=50K,low
female,38,thirties,magician,circus,rugby,ballpark,44000,<=50K,high
female,28,twenties,baseball_coach,court,darts,bar,31160,<=50K,low
female,63,sixties,basketball_coach,gym,snorkeling,cave,51300,>50K<=100K,low
female,39,thirties,copilot,airport,scuba_diving,sea,91640,>50K<=100K,high
male,53,fifties,divorce_lawyer,courtroom,darts,pub,93220,>50K<=100K,low
female,22,twenties,choreographer,theatre,bowling,amusement_park,34650,<=50K,low
male,44,forties,demonstrator,university,darts,bar,33209,<=50K,low
female,40,forties,clinical_psychologist,surgery,marbles,street,84680,>50K<=100K,low
female,66,sixties,civil_engineer,architecture,swimming,river,90280,>50K<=100K,high
male,69,sixties,baseball_coach,gym,soccer,ballpark,51300,>50K<=100K,low
female,43,forties,criminologist,courtroom,running,cinder_track,68777,>50K<=100K,low
